,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
11265,11266,19,Summer,2012,Apr,14,0,4,1,1,0.58,0.5455,0.43,0.0,54,183,237
6879,6880,19,Winter,2011,Oct,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31
6878,6879,19,Winter,2011,Oct,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0,3,3
11254,11255,19,Summer,2012,Apr,3,0,4,1,2,0.42,0.4242,0.77,0.0,1,3,4
11256,11257,19,Summer,2012,Apr,5,0,4,1,1,0.4,0.4091,0.82,0.0,0,30,30
11257,11258,19,Summer,2012,Apr,6,0,4,1,2,0.4,0.4091,0.82,0.1045,4,116,120
11255,11256,19,Summer,2012,Apr,4,0,4,1,2,0.42,0.4242,0.71,0.0,0,4,4
11274,11275,19,Summer,2012,Apr,23,0,4,1,1,0.5,0.4848,0.63,0.1045,20,124,144
11273,11274,19,Summer,2012,Apr,22,0,4,1,1,0.52,0.5,0.59,0.194,29,219,248
11272,11273,19,Summer,2012,Apr,21,0,4,1,1,0.52,0.5,0.55,0.1045,27,240,267
11271,11272,19,Summer,2012,Apr,20,0,4,1,1,0.56,0.5303,0.49,0.2239,52,352,404
11270,11271,19,Summer,2012,Apr,19,0,4,1,1,0.58,0.5455,0.46,0.1343,70,516,586
11269,11270,19,Summer,2012,Apr,18,0,4,1,1,0.6,0.6212,0.43,0.0896,99,677,776
11268,11269,19,Summer,2012,Apr,17,0,4,1,1,0.6,0.6212,0.43,0.0896,85,663,748
11267,11268,19,Summer,2012,Apr,16,0,4,1,1,0.62,0.6212,0.41,0.1045,63,324,387
11266,11267,19,Summer,2012,Apr,15,0,4,1,1,0.6,0.6212,0.43,0.0,66,196,262
11264,11265,19,Summer,2012,Apr,13,0,4,1,1,0.56,0.5303,0.46,0.0,52,186,238
6880,6881,19,Winter,2011,Oct,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68
1776,1777,19,Spring,2011,Mar,17,0,6,0,1,0.48,0.4697,0.31,0.3284,138,140,278
1774,1775,19,Spring,2011,Mar,15,0,6,0,1,0.5,0.4848,0.29,0.4179,170,143,313
15652,15653,19,Winter,2012,Oct,9,0,5,1,2,0.54,0.5152,0.94,0.1045,26,363,389
15653,15654,19,Winter,2012,Oct,10,0,5,1,2,0.58,0.5455,0.88,0.194,26,198,224
15654,15655,19,Winter,2012,Oct,11,0,5,1,1,0.6,0.5606,0.83,0.194,41,211,252
15655,15656,19,Winter,2012,Oct,12,0,5,1,1,0.64,0.6061,0.69,0.2239,74,258,332
15656,15657,19,Winter,2012,Oct,13,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,375
15657,15658,19,Winter,2012,Oct,14,0,5,1,1,0.66,0.6212,0.61,0.2537,88,277,365
15658,15659,19,Winter,2012,Oct,15,0,5,1,1,0.64,0.6061,0.65,0.2985,93,302,395
15659,15660,19,Winter,2012,Oct,16,0,5,1,3,0.62,0.6061,0.69,0.3582,131,434,565
15660,15661,19,Winter,2012,Oct,17,0,5,1,3,0.62,0.6061,0.69,0.3582,48,377,425
15661,15662,19,Winter,2012,Oct,18,0,5,1,1,0.56,0.5303,0.83,0.1045,21,212,233
15662,15663,19,Winter,2012,Oct,19,0,5,1,1,0.54,0.5152,0.88,0.1642,19,213,232
15663,15664,19,Winter,2012,Oct,20,0,5,1,1,0.52,0.5,0.77,0.194,13,216,229
15664,15665,19,Winter,2012,Oct,21,0,5,1,1,0.5,0.4848,0.77,0.0,17,189,206
15643,15644,19,Winter,2012,Oct,0,0,5,1,2,0.56,0.5303,0.83,0.1045,5,51,56
1778,1779,19,Spring,2011,Mar,19,0,6,0,1,0.44,0.4394,0.33,0.2836,38,116,154
15650,15651,19,Winter,2012,Oct,7,0,5,1,3,0.54,0.5152,0.94,0.0,5,149,154
1775,1776,19,Spring,2011,Mar,16,0,6,0,1,0.5,0.4848,0.31,0.3881,175,129,304
15649,15650,19,Winter,2012,Oct,6,0,5,1,3,0.54,0.5152,0.94,0.1642,5,126,131
15651,15652,19,Winter,2012,Oct,8,0,5,1,2,0.54,0.5152,0.94,0.1045,20,447,467
1773,1774,19,Spring,2011,Mar,14,0,6,0,1,0.5,0.4848,0.31,0.4925,168,144,312
1772,1773,19,Spring,2011,Mar,13,0,6,0,1,0.5,0.4848,0.34,0.4627,174,127,301
9827,9828,19,Spring,2012,Feb,10,0,0,0,2,0.26,0.2424,0.52,0.2537,49,142,191
9817,9818,19,Spring,2012,Feb,0,0,0,0,2,0.34,0.303,0.39,0.3582,9,65,74
9819,9820,19,Spring,2012,Feb,2,0,0,0,2,0.3,0.2879,0.36,0.2836,3,45,48
9830,9831,19,Spring,2012,Feb,13,0,0,0,1,0.3,0.303,0.49,0.1642,64,197,261
9828,9829,19,Spring,2012,Feb,11,0,0,0,2,0.26,0.2273,0.56,0.3284,82,144,226
420,421,19,Spring,2011,Jan,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78
419,420,19,Spring,2011,Jan,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70
417,418,19,Spring,2011,Jan,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47
1781,1782,19,Spring,2011,Mar,22,0,6,0,1,0.4,0.4091,0.37,0.3284,27,45,72
9818,9819,19,Spring,2012,Feb,1,0,0,0,2,0.32,0.303,0.39,0.2537,10,62,72
9820,9821,19,Spring,2012,Feb,3,0,0,0,2,0.3,0.2879,0.36,0.2239,3,12,15
6875,6876,19,Winter,2011,Oct,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16
1764,1765,19,Spring,2011,Mar,5,0,6,0,1,0.52,0.5,0.34,0.4179,0,2,2
15648,15649,19,Winter,2012,Oct,5,0,5,1,2,0.54,0.5152,0.88,0.0,1,35,36
6881,6882,19,Winter,2011,Oct,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210
6882,6883,19,Winter,2011,Oct,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202
6883,6884,19,Winter,2011,Oct,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123
7638,7639,19,Winter,2011,Nov,21,0,6,0,2,0.36,0.3485,0.62,0.194,29,79,108
2500,2501,19,Summer,2011,Apr,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13
2502,2503,19,Summer,2011,Apr,4,0,2,1,1,0.46,0.4545,0.67,0.0896,1,4,5
7639,7640,19,Winter,2011,Nov,22,0,6,0,2,0.38,0.3939,0.62,0.1642,26,80,106
7640,7641,19,Winter,2011,Nov,23,0,6,0,1,0.38,0.3939,0.62,0.2239,20,73,93
7617,7618,19,Winter,2011,Nov,0,0,6,0,1,0.26,0.2576,0.56,0.194,4,49,53
7618,7619,19,Winter,2011,Nov,1,0,6,0,1,0.26,0.2273,0.52,0.2985,1,34,35
7619,7620,19,Winter,2011,Nov,2,0,6,0,1,0.24,0.2424,0.56,0.1642,12,34,46
2498,2499,19,Summer,2011,Apr,0,0,2,1,1,0.5,0.4848,0.55,0.2239,2,23,25
7620,7621,19,Winter,2011,Nov,3,0,6,0,1,0.26,0.2424,0.48,0.2537,4,11,15
7621,7622,19,Winter,2011,Nov,4,0,6,0,1,0.26,0.2273,0.48,0.3284,4,4,8
7622,7623,19,Winter,2011,Nov,5,0,6,0,1,0.24,0.2273,0.56,0.2537,0,2,2
2511,2512,19,Summer,2011,Apr,13,0,2,1,2,0.54,0.5152,0.68,0.2239,26,103,129
2512,2513,19,Summer,2011,Apr,14,0,2,1,2,0.54,0.5152,0.64,0.194,19,88,107
2513,2514,19,Summer,2011,Apr,15,0,2,1,2,0.54,0.5152,0.65,0.1642,44,83,127
7637,7638,19,Winter,2011,Nov,20,0,6,0,2,0.36,0.3636,0.57,0.1045,48,115,163
2514,2515,19,Summer,2011,Apr,16,0,2,1,1,0.56,0.5303,0.52,0.2985,30,162,192
7636,7637,19,Winter,2011,Nov,19,0,6,0,2,0.34,0.3333,0.71,0.1343,33,149,182
422,423,19,Spring,2011,Jan,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82
430,431,19,Spring,2011,Jan,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28
429,430,19,Spring,2011,Jan,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
428,429,19,Spring,2011,Jan,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
427,428,19,Spring,2011,Jan,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76
426,427,19,Spring,2011,Jan,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112
425,426,19,Spring,2011,Jan,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161
2499,2500,19,Summer,2011,Apr,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7
414,415,19,Spring,2011,Jan,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90
413,414,19,Spring,2011,Jan,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32
412,413,19,Spring,2011,Jan,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
411,412,19,Spring,2011,Jan,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2
410,411,19,Spring,2011,Jan,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3
421,422,19,Spring,2011,Jan,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75
409,410,19,Spring,2011,Jan,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7
408,409,19,Spring,2011,Jan,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3
424,425,19,Spring,2011,Jan,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197
2515,2516,19,Summer,2011,Apr,17,0,2,1,1,0.56,0.5303,0.6,0.1045,39,372,411
2516,2517,19,Summer,2011,Apr,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421
6889,6890,19,Winter,2011,Oct,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201
6877,6878,19,Winter,2011,Oct,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3
7633,7634,19,Winter,2011,Nov,16,0,6,0,1,0.42,0.4242,0.38,0.2985,99,188,287
6876,6877,19,Winter,2011,Oct,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7
6874,6875,19,Winter,2011,Oct,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34
7634,7635,19,Winter,2011,Nov,17,0,6,0,1,0.4,0.4091,0.4,0.194,61,171,232
7635,7636,19,Winter,2011,Nov,18,0,6,0,1,0.38,0.3939,0.46,0.1343,36,172,208
2506,2507,19,Summer,2011,Apr,8,0,2,1,2,0.5,0.4848,0.68,0.1343,20,331,351
2505,2506,19,Summer,2011,Apr,7,0,2,1,2,0.52,0.5,0.55,0.0,22,166,188
2504,2505,19,Summer,2011,Apr,6,0,2,1,2,0.48,0.4697,0.67,0.0,2,63,65
2503,2504,19,Summer,2011,Apr,5,0,2,1,2,0.46,0.4545,0.72,0.194,1,17,18
6896,6897,19,Winter,2011,Oct,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69
6887,6888,19,Winter,2011,Oct,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97
6886,6887,19,Winter,2011,Oct,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106
6885,6886,19,Winter,2011,Oct,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130
6884,6885,19,Winter,2011,Oct,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149
7632,7633,19,Winter,2011,Nov,15,0,6,0,1,0.42,0.4242,0.41,0.194,120,262,382
7631,7632,19,Winter,2011,Nov,14,0,6,0,1,0.42,0.4242,0.32,0.2985,121,228,349
7630,7631,19,Winter,2011,Nov,13,0,6,0,1,0.42,0.4242,0.3,0.2836,118,245,363
7629,7630,19,Winter,2011,Nov,12,0,6,0,1,0.4,0.4091,0.35,0.2836,93,218,311
2501,2502,19,Summer,2011,Apr,3,0,2,1,1,0.48,0.4697,0.63,0.2239,0,3,3
2517,2518,19,Summer,2011,Apr,19,0,2,1,2,0.5,0.4848,0.72,0.194,28,248,276
2519,2520,19,Summer,2011,Apr,21,0,2,1,2,0.5,0.4848,0.72,0.1343,8,114,122
2520,2521,19,Summer,2011,Apr,22,0,2,1,1,0.48,0.4697,0.77,0.0896,3,109,112
2521,2522,19,Summer,2011,Apr,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52
2510,2511,19,Summer,2011,Apr,12,0,2,1,2,0.54,0.5152,0.64,0.0896,19,84,103
2509,2510,19,Summer,2011,Apr,11,0,2,1,2,0.54,0.5152,0.68,0.1642,19,53,72
15665,15666,19,Winter,2012,Oct,22,0,5,1,1,0.5,0.4848,0.77,0.0896,14,176,190
2508,2509,19,Summer,2011,Apr,10,0,2,1,2,0.5,0.4848,0.72,0.2239,15,60,75
7623,7624,19,Winter,2011,Nov,6,0,6,0,1,0.24,0.2121,0.6,0.3284,2,10,12
7624,7625,19,Winter,2011,Nov,7,0,6,0,1,0.24,0.2273,0.6,0.2537,3,38,41
7625,7626,19,Winter,2011,Nov,8,0,6,0,1,0.26,0.2424,0.56,0.2537,12,80,92
415,416,19,Spring,2011,Jan,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197
7626,7627,19,Winter,2011,Nov,9,0,6,0,1,0.28,0.2576,0.52,0.2985,12,130,142
7627,7628,19,Winter,2011,Nov,10,0,6,0,1,0.32,0.303,0.45,0.2537,35,165,200
7628,7629,19,Winter,2011,Nov,11,0,6,0,1,0.36,0.3788,0.4,0.0,50,183,233
2507,2508,19,Summer,2011,Apr,9,0,2,1,3,0.52,0.5,0.63,0.0896,23,139,162
14941,14942,19,Fall,2012,Sep,18,0,3,1,1,0.58,0.5455,0.4,0.2836,85,807,892
15666,15667,19,Winter,2012,Oct,23,0,5,1,1,0.46,0.4545,0.88,0.1045,13,118,131
15646,15647,19,Winter,2012,Oct,3,0,5,1,2,0.56,0.5303,0.83,0.0,0,5,5
10514,10515,19,Spring,2012,Mar,5,0,1,1,1,0.44,0.4394,0.94,0.0,0,31,31
10515,10516,19,Spring,2012,Mar,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120
11991,11992,19,Summer,2012,May,20,0,6,0,1,0.68,0.6364,0.41,0.0896,118,197,315
11992,11993,19,Summer,2012,May,21,0,6,0,1,0.64,0.6212,0.5,0.0,81,178,259
11993,11994,19,Summer,2012,May,22,0,6,0,1,0.64,0.6212,0.47,0.0,104,234,338
11994,11995,19,Summer,2012,May,23,0,6,0,1,0.6,0.6212,0.56,0.1642,71,168,239
10530,10531,19,Spring,2012,Mar,21,0,1,1,1,0.6,0.6061,0.64,0.1642,33,190,223
10529,10530,19,Spring,2012,Mar,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330
10528,10529,19,Spring,2012,Mar,19,0,1,1,1,0.62,0.6061,0.61,0.2239,86,463,549
11971,11972,19,Summer,2012,May,0,0,6,0,1,0.52,0.5,0.48,0.1045,30,118,148
11972,11973,19,Summer,2012,May,1,0,6,0,1,0.5,0.4848,0.48,0.0,20,84,104
11973,11974,19,Summer,2012,May,2,0,6,0,1,0.5,0.4848,0.51,0.1045,13,56,69
11974,11975,19,Summer,2012,May,3,0,6,0,1,0.5,0.4848,0.48,0.1045,10,23,33
16351,16352,19,Winter,2012,Nov,1,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,19
11975,11976,19,Summer,2012,May,4,0,6,0,1,0.48,0.4697,0.59,0.0896,6,8,14
10513,10514,19,Spring,2012,Mar,4,0,1,1,1,0.44,0.4394,0.94,0.0,0,3,3
11976,11977,19,Summer,2012,May,5,0,6,0,1,0.46,0.4545,0.67,0.0,1,11,12
10524,10525,19,Spring,2012,Mar,15,0,1,1,1,0.64,0.6212,0.57,0.2239,97,189,286
10521,10522,19,Spring,2012,Mar,12,0,1,1,1,0.6,0.6061,0.64,0.2537,71,211,282
10518,10519,19,Spring,2012,Mar,9,0,1,1,1,0.5,0.4848,0.72,0.1642,55,276,331
10517,10518,19,Spring,2012,Mar,8,0,1,1,1,0.46,0.4545,0.88,0.1045,16,563,579
6166,6167,19,Fall,2011,Sep,12,0,1,1,2,0.58,0.5455,0.6,0.0896,51,138,189
6165,6166,19,Fall,2011,Sep,11,0,1,1,2,0.58,0.5455,0.64,0.1642,41,98,139
6163,6164,19,Fall,2011,Sep,9,0,1,1,2,0.54,0.5152,0.68,0.1642,32,183,215
6162,6163,19,Fall,2011,Sep,8,0,1,1,2,0.52,0.5,0.77,0.1343,29,391,420
6168,6169,19,Fall,2011,Sep,14,0,1,1,2,0.6,0.6061,0.6,0.194,45,143,188
6159,6160,19,Fall,2011,Sep,5,0,1,1,2,0.5,0.4848,0.77,0.194,2,26,28
6158,6159,19,Fall,2011,Sep,4,0,1,1,2,0.5,0.4848,0.77,0.1642,2,6,8
6157,6158,19,Fall,2011,Sep,3,0,1,1,2,0.5,0.4848,0.77,0.1343,1,4,5
6156,6157,19,Fall,2011,Sep,2,0,1,1,2,0.52,0.5,0.72,0.1343,6,7,13
11986,11987,19,Summer,2012,May,15,0,6,0,1,0.72,0.6515,0.3,0.1045,356,316,672
10516,10517,19,Spring,2012,Mar,7,0,1,1,1,0.46,0.4545,0.88,0.194,25,329,354
10531,10532,19,Spring,2012,Mar,22,0,1,1,2,0.56,0.5303,0.73,0.1642,17,131,148
10532,10533,19,Spring,2012,Mar,23,0,1,1,2,0.56,0.5303,0.78,0.1343,9,45,54
10523,10524,19,Spring,2012,Mar,14,0,1,1,2,0.64,0.6212,0.57,0.194,60,200,260
6167,6168,19,Fall,2011,Sep,13,0,1,1,2,0.6,0.6061,0.6,0.0,53,124,177
11977,11978,19,Summer,2012,May,6,0,6,0,1,0.44,0.4394,0.72,0.0896,12,38,50
11979,11980,19,Summer,2012,May,8,0,6,0,1,0.52,0.5,0.52,0.1642,33,162,195
14943,14944,19,Fall,2012,Sep,20,0,3,1,1,0.52,0.5,0.48,0.1642,31,378,409
14945,14946,19,Fall,2012,Sep,22,0,3,1,1,0.5,0.4848,0.63,0.0896,31,198,229
14944,14945,19,Fall,2012,Sep,21,0,3,1,1,0.5,0.4848,0.59,0.1642,25,324,349
14946,14947,19,Fall,2012,Sep,23,0,3,1,1,0.48,0.4697,0.67,0.0896,17,106,123
14923,14924,19,Fall,2012,Sep,0,0,3,1,2,0.56,0.5303,0.68,0.2836,3,23,26
14924,14925,19,Fall,2012,Sep,1,0,3,1,2,0.54,0.5152,0.68,0.2537,0,12,12
8342,8343,19,Winter,2011,Dec,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,68,68
8341,8342,19,Winter,2011,Dec,5,0,1,1,1,0.14,0.1667,0.93,0.1045,0,21,21
8340,8341,19,Winter,2011,Dec,4,0,1,1,1,0.16,0.1818,0.86,0.1343,0,4,4
8339,8340,19,Winter,2011,Dec,3,0,1,1,1,0.16,0.197,0.86,0.0896,0,3,3
8338,8339,19,Winter,2011,Dec,2,0,1,1,1,0.18,0.2121,0.8,0.0896,0,3,3
8337,8338,19,Winter,2011,Dec,1,0,1,1,1,0.18,0.2121,0.8,0.0896,3,8,11
8336,8337,19,Winter,2011,Dec,0,0,1,1,1,0.2,0.2273,0.75,0.0896,3,14,17
8348,8349,19,Winter,2011,Dec,12,0,1,1,1,0.3,0.2727,0.61,0.3284,13,128,141
14925,14926,19,Fall,2012,Sep,2,0,3,1,2,0.54,0.5152,0.64,0.3284,0,3,3
14930,14931,19,Fall,2012,Sep,7,0,3,1,1,0.52,0.5,0.63,0.2239,16,529,545
11978,11979,19,Summer,2012,May,7,0,6,0,1,0.46,0.4545,0.67,0.1045,28,67,95
8343,8344,19,Winter,2011,Dec,7,0,1,1,1,0.18,0.2121,0.74,0.1045,4,187,191
8345,8346,19,Winter,2011,Dec,9,0,1,1,1,0.22,0.2121,0.69,0.2239,17,166,183
11981,11982,19,Summer,2012,May,10,0,6,0,1,0.56,0.5303,0.43,0.0,177,275,452
11982,11983,19,Summer,2012,May,11,0,6,0,1,0.62,0.6212,0.38,0.0896,235,351,586
11983,11984,19,Summer,2012,May,12,0,6,0,1,0.66,0.6212,0.36,0.0,276,366,642
11984,11985,19,Summer,2012,May,13,0,6,0,1,0.7,0.6364,0.37,0.1343,332,372,704
11985,11986,19,Summer,2012,May,14,0,6,0,1,0.72,0.6515,0.3,0.0896,361,369,730
11980,11981,19,Summer,2012,May,9,0,6,0,1,0.56,0.5303,0.43,0.1642,79,213,292
11990,11991,19,Summer,2012,May,19,0,6,0,1,0.7,0.6364,0.39,0.1343,203,229,432
11989,11990,19,Summer,2012,May,18,0,6,0,1,0.74,0.6515,0.33,0.0896,254,391,645
11988,11989,19,Summer,2012,May,17,0,6,0,1,0.74,0.6515,0.3,0.0896,279,347,626
11987,11988,19,Summer,2012,May,16,0,6,0,1,0.74,0.6515,0.3,0.1045,331,311,642
10527,10528,19,Spring,2012,Mar,18,0,1,1,1,0.64,0.6212,0.57,0.2537,120,681,801
10526,10527,19,Spring,2012,Mar,17,0,1,1,1,0.64,0.6212,0.53,0.2239,106,615,721
10525,10526,19,Spring,2012,Mar,16,0,1,1,1,0.66,0.6212,0.5,0.2239,65,320,385
16350,16351,19,Winter,2012,Nov,0,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,27
8346,8347,19,Winter,2011,Dec,10,0,1,1,1,0.24,0.2273,0.67,0.194,12,96,108
8344,8345,19,Winter,2011,Dec,8,0,1,1,1,0.2,0.197,0.75,0.194,8,389,397
10519,10520,19,Spring,2012,Mar,10,0,1,1,1,0.52,0.5,0.72,0.1343,56,128,184
10520,10521,19,Spring,2012,Mar,11,0,1,1,1,0.56,0.5303,0.68,0.1642,56,145,201
6164,6165,19,Fall,2011,Sep,10,0,1,1,2,0.56,0.5303,0.64,0.1343,21,84,105
16362,16363,19,Winter,2012,Nov,12,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,242
16363,16364,19,Winter,2012,Nov,13,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,251
16364,16365,19,Winter,2012,Nov,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217
16354,16355,19,Winter,2012,Nov,4,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,12
16365,16366,19,Winter,2012,Nov,15,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257
16366,16367,19,Winter,2012,Nov,16,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,380
16353,16354,19,Winter,2012,Nov,3,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,2
16368,16369,19,Winter,2012,Nov,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580
16371,16372,19,Winter,2012,Nov,21,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,203
16372,16373,19,Winter,2012,Nov,22,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,113
16373,16374,19,Winter,2012,Nov,23,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,74
16359,16360,19,Winter,2012,Nov,9,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,278
16370,16371,19,Winter,2012,Nov,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259
16369,16370,19,Winter,2012,Nov,19,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,406
1771,1772,19,Spring,2011,Mar,12,0,6,0,1,0.46,0.4545,0.33,0.4179,126,141,267
16361,16362,19,Winter,2012,Nov,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,197
1770,1771,19,Spring,2011,Mar,11,0,6,0,1,0.46,0.4545,0.36,0.4478,90,106,196
16367,16368,19,Winter,2012,Nov,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619
16358,16359,19,Winter,2012,Nov,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663
15645,15646,19,Winter,2012,Oct,2,0,5,1,2,0.54,0.5152,0.88,0.0,1,9,10
15644,15645,19,Winter,2012,Oct,1,0,5,1,3,0.54,0.5152,0.88,0.0,4,12,16
1780,1781,19,Spring,2011,Mar,21,0,6,0,1,0.4,0.4091,0.37,0.2985,20,73,93
9821,9822,19,Spring,2012,Feb,4,0,0,0,2,0.28,0.2576,0.41,0.3881,0,3,3
1779,1780,19,Spring,2011,Mar,20,0,6,0,1,0.42,0.4242,0.35,0.2239,39,69,108
9826,9827,19,Spring,2012,Feb,9,0,0,0,2,0.24,0.2273,0.56,0.2537,20,73,93
9825,9826,19,Spring,2012,Feb,8,0,0,0,2,0.24,0.2273,0.56,0.194,8,48,56
9824,9825,19,Spring,2012,Feb,7,0,0,0,2,0.24,0.2121,0.52,0.2836,2,12,14
9823,9824,19,Spring,2012,Feb,6,0,0,0,1,0.24,0.2121,0.52,0.3284,0,5,5
9822,9823,19,Spring,2012,Feb,5,0,0,0,2,0.26,0.2273,0.48,0.2985,1,1,2
1782,1783,19,Spring,2011,Mar,23,0,6,0,1,0.38,0.3939,0.4,0.2985,13,37,50
16352,16353,19,Winter,2012,Nov,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5
16355,16356,19,Winter,2012,Nov,5,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,39
16356,16357,19,Winter,2012,Nov,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131
16357,16358,19,Winter,2012,Nov,7,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,386
16360,16361,19,Winter,2012,Nov,10,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,139
1769,1770,19,Spring,2011,Mar,10,0,6,0,1,0.44,0.4394,0.38,0.4179,55,85,140
1768,1769,19,Spring,2011,Mar,9,0,6,0,1,0.42,0.4242,0.44,0.4627,35,41,76
6888,6889,19,Winter,2011,Oct,15,0,3,1,3,0.54,0.5152,1.0,0.1343,21,99,120
6169,6170,19,Fall,2011,Sep,15,0,1,1,2,0.6,0.6061,0.6,0.2239,44,143,187
6154,6155,19,Fall,2011,Sep,0,0,1,1,2,0.52,0.5,0.72,0.1642,14,23,37
9829,9830,19,Spring,2012,Feb,12,0,0,0,2,0.28,0.2727,0.52,0.2537,71,184,255
9831,9832,19,Spring,2012,Feb,14,0,0,0,2,0.32,0.3182,0.45,0.194,48,189,237
9832,9833,19,Spring,2012,Feb,15,0,0,0,2,0.3,0.2879,0.49,0.194,85,168,253
9833,9834,19,Spring,2012,Feb,16,0,0,0,2,0.32,0.303,0.45,0.2836,62,150,212
9834,9835,19,Spring,2012,Feb,17,0,0,0,2,0.3,0.2879,0.49,0.2537,22,135,157
9835,9836,19,Spring,2012,Feb,18,0,0,0,2,0.3,0.2727,0.49,0.3284,23,144,167
9836,9837,19,Spring,2012,Feb,19,0,0,0,2,0.3,0.2879,0.52,0.2537,18,101,119
9837,9838,19,Spring,2012,Feb,20,0,0,0,2,0.3,0.2879,0.52,0.2836,22,81,103
9839,9840,19,Spring,2012,Feb,22,0,0,0,3,0.24,0.2576,0.75,0.0896,8,47,55
9840,9841,19,Spring,2012,Feb,23,0,0,0,2,0.22,0.2273,0.93,0.1642,5,30,35
6155,6156,19,Fall,2011,Sep,1,0,1,1,2,0.52,0.5,0.72,0.1045,3,7,10
9838,9839,19,Spring,2012,Feb,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,36
10522,10523,19,Spring,2012,Mar,13,0,1,1,1,0.62,0.6061,0.61,0.2537,69,194,263
6160,6161,19,Fall,2011,Sep,6,0,1,1,1,0.5,0.4848,0.77,0.2239,6,107,113
6173,6174,19,Fall,2011,Sep,19,0,1,1,2,0.56,0.5303,0.68,0.1045,41,333,374
